#DA_ID	Random_Taxon	Shortest_Taxon	Longest_Taxon
da00216	up_Q9EYQ5_Q9EYQ5_9CLOT	up_Q97KK3_Q97KK3_CLOAB	pfam21_Q4CFI9_Q4CFI9_CLOTM
da00217	pfam21_Q4CFV7_Q4CFV7_CLOTM	up_P15329_GUNX_CLOTM	up_Q9RLB8_Q9RLB8_RUMFL
da00219	up_P50401_GUXA_CELFI	up_Q82QF2_Q82QF2_STRAW	up_P50401_GUXA_CELFI
da00220	pfam21_Q33PF7_Q33PF7_9GAMM	up_Q6J8G7_Q6J8G7_CAMJE	up_Q8EVB9_Q8EVB9_MYCPE
da00221	up_Q5S248_TM11E_MOUSE	pfam21_Q86TK8_Q86TK8_HUMAN	up_Q5S248_TM11E_MOUSE
da00222	up_Q4R496_Q4R496_MACFA	up_Q4R496_Q4R496_MACFA	up_Q7ZYF0_Q7ZYF0_XENLA
da00223	pfam21_Q6B267_Q6B267_YEAST	pfam21_Q8SYY3_Q8SYY3_DROME	up_Q9U2D2_Q9U2D2_CAEEL
da00224	up_Q2A5R3_HEM3_FRATH	up_Q56ZT3_Q56ZT3_ARATH	pfam21_Q2CQF9_Q2CQF9_ECTHA
da00225	up_O26901_HELS_METTH	up_O26901_HELS_METTH	up_O73946_HELS_PYRFU
da00226	up_Q7TUB3_Q7TUB3_PROMP	up_Q3J052_Q3J052_RHOS4	up_Q97B15_Q97B15_THEVO
da00227	up_Q28HS9_Q28HS9_XENTR	up_P22557_HEM0_HUMAN	up_Q9XYA5_Q9XYA5_MYXGL
da00228	up_Q47LA8_Q47LA8_THEFY	pfam21_Q4AJ84_Q4AJ84_9CHLB	up_Q8FSE4_Q8FSE4_COREF
da00229	pfam21_Q9V899_Q9V899_DROME	up_Q1L8E8_Q1L8E8_DANRE	pfam21_Q290R8_Q290R8_DROPS
da00230	up_Q9KIV2_HGBA_HAEIN	up_Q9KIV2_HGBA_HAEIN	up_P44836_HGP3_HAEIN
da00231	up_P17945_HGF_RAT	up_Q13208_Q13208_HUMAN	up_P20918_PLMN_MOUSE
da00232	up_O66971_O66971_AQUAE	up_Q3EMY5_Q3EMY5_BACTI	up_Q2W371_Q2W371_MAGSA
da00233	up_Q46C21_Q46C21_METBF	pfam21_Q3CJ85_Q3CJ85_THEET	pfam21_Q41PQ2_Q41PQ2_METBU
da00235	up_P50417_HPT_ATEGE	up_Q28800_Q28800_PANTR	up_Q4G030_Q4G030_RAT
da00236	up_P83105_HTRA4_HUMAN	up_O97658_O97658_BOVIN	up_Q4RNH2_Q4RNH2_TETNG
da00238	up_P06700_SIR2_YEAST	up_Q875V5_Q875V5_SACCA	up_P33294_SIR2_KLULA
da00240	pfam21_Q4BSM5_Q4BSM5_BURVI	pfam21_Q1TPJ2_Q1TPJ2_9MYCO	up_Q2Z1T2_Q2Z1T2_9HYME
da00241	up_Q65WK8_ILVC_MANSM	up_Q1KRF3_Q1KRF3_STRSL	up_Q01292_ILV5_SPIOL
da00242	up_Q8R837_Q8R837_THETN	pfam21_Q2ZFB7_Q2ZFB7_CALSA	up_Q703W1_Q703W1_THETE
da00244	up_Q7T1J1_Q7T1J1_CHAAC	up_Q86CM4_Q86CM4_9HYME	up_Q4RFW9_Q4RFW9_TETNG
da00245	up_O81444_O81444_ORYSA	up_Q6ATQ8_Q6ATQ8_ORYSJ	up_O81444_O81444_ORYSA
da00246	up_Q91592_Q91592_XENLA	pfam21_Q9QUU4_Q9QUU4_9MURI	up_Q92953_KCNB2_HUMAN
da00247	up_P18294_KCRF_STRPU	up_P18294_KCRF_STRPU	pfam21_Q67ER6_Q67ER6_CHAVR
da00248	up_Q32NP5_Q32NP5_XENLA	up_Q4SCZ5_Q4SCZ5_TETNG	pfam21_Q86AL6_Q86AL6_DICDI
da00249	pfam21_Q3QAK9_Q3QAK9_9GAMM	up_Q3R0V5_Q3R0V5_XYLFA	up_Q7XPW1_Q7XPW1_ORYSJ
da00250	up_Q6AZR6_Q6AZR6_XENLA	up_Q4S4B3_Q4S4B3_TETNG	pfam21_Q4IBU1_Q4IBU1_GIBZE
da00251	up_Q9C7Z3_Q9C7Z3_ARATH	up_Q53T09_Q53T09_HUMAN	up_Q54LY5_KU80_DICDI
da00252	up_Q4JFL7_Q4JFL7_RAT	pfam21_Q61YU2_Q61YU2_CAEBR	up_Q9BMN8_LAR_CAEEL
da00253	up_Q97ZE0_LEU11_SULSO	up_Q8ZW39_Q8ZW39_PYRAE	up_Q703X8_Q703X8_THETE
da00255	up_Q62J44_Q62J44_BURMA	up_P40604_YTRP_PSEPU	up_Q7NZC4_Q7NZC4_CHRVO
da00256	pfam21_Q29A22_Q29A22_DROPS	up_Q5T770_Q5T770_HUMAN	pfam21_Q7SER8_Q7SER8_NEUCR
da00257	up_Q64D97_Q64D97_9ARCH	up_Q1NYK9_Q1NYK9_9FLAO	up_Q59YV0_Q59YV0_CANAL
da00258	up_P36776_LONM_HUMAN	pfam21_Q366E9_Q366E9_9GAMM	up_Q6C0B5_Q6C0B5_YARLI
da00259	up_P08170_LOX1_SOYBN	up_Q12938_Q12938_HUMAN	up_Q84YK8_LOXC2_ORYSJ
da00260	up_Q8MSX9_Q8MSX9_DROME	pfam21_Q7Q8J7_Q7Q8J7_ANOGA	up_Q7TP34_Q7TP34_RAT
da00261	up_Q5F3F8_Q5F3F8_CHICK	up_Q5BZ38_Q5BZ38_SCHJA	up_Q5F3F8_Q5F3F8_CHICK
da00262	up_Q2K578_Q2K578_RHIEC	pfam21_Q3CMZ7_Q3CMZ7_ALTAT	up_Q4PAC3_Q4PAC3_USTMA
da00263	up_Q62GZ7_Q62GZ7_BURMA	up_Q40JI9_Q40JI9_EHRCH	up_Q1LIV8_Q1LIV8_RALME
da00264	up_P49251_MAOC_KLEAE	up_P49251_MAOC_KLEAE	pfam21_Q4H902_Q4H902_9DEIO
da00265	up_P50201_MAS12_AGRRH	up_Q9ADZ6_Q9ADZ6_RHIRD	up_P50202_MAS1_AGRT9
da00266	up_Q83KT9_Q83KT9_SHIFL	up_P21823_MCPD_ENTAE	up_Q669T2_Q669T2_YERPS
da00267	up_Q9C4F5_Q9C4F5_9EURY	up_Q8NKK7_Q8NKK7_9EURY	up_Q6MZD1_Q6MZD1_9ARCH
da00268	pfam21_Q40MJ5_Q40MJ5_DESAC	up_Q54K63_Q54K63_DICDI	pfam21_Q1U1A6_Q1U1A6_9MYCO
da00269	up_Q3SM86_Q3SM86_THIDA	up_Q3SM86_Q3SM86_THIDA	up_Q28M05_Q28M05_JANSC
da00270	up_Q5L229_Q5L229_GEOKA	up_Q9RA53_Q9RA53_THETH	up_Q2IZ88_Q2IZ88_RHOP2
da00271	up_Q8RK20_Q8RK20_PSEPU	up_Q8RK20_Q8RK20_PSEPU	up_O33465_METH_PSEPU
da00272	up_Q47SV5_Q47SV5_THEFY	up_Q9X1G2_Q9X1G2_THEMA	pfam21_Q1UBQ9_Q1UBQ9_9GAMM
da00274	pfam21_Q2XGW1_Q2XGW1_PSEPU	up_Q2YTJ6_Q2YTJ6_STAAB	up_Q9CAD3_Q9CAD3_ARATH
da00275	up_Q474X5_Q474X5_RALEJ	up_Q9RVM9_MRP_DEIRA	up_Q7MVT0_Q7MVT0_PORGI
da00276	up_Q5RDK4_Q5RDK4_PONAB	up_Q9T0N6_Q9T0N6_MAIZE	up_Q1ZXH0_MSH3_DICDI
da00277	up_Q4YGK9_Q4YGK9_PLABE	up_Q9EVZ0_Q9EVZ0_STRPY	up_Q2HEX7_Q2HEX7_CHAGB
da00279	up_Q4SQA0_Q4SQA0_TETNG	pfam21_Q41YB7_Q41YB7_DESHA	up_Q5CH19_Q5CH19_CRYHO
da00280	up_Q9Z701_MUDD_CHLPN	up_Q9PLG1_MUDD_CHLMU	up_Q821S4_MUDD_CHLCV
da00281	pfam21_Q4HBZ8_Q4HBZ8_9DEIO	up_Q9X105_MUTS2_THEMA	up_Q7MX35_Q7MX35_PORGI
da00282	up_Q6GA70_MUTS2_STAAS	pfam21_Q3CCH8_Q3CCH8_9CLOT	up_Q7XKD3_Q7XKD3_ORYSJ
da00283	up_Q3BQ87_Q3BQ87_XANC5	pfam21_Q35HD0_Q35HD0_9BRAD	pfam21_Q8IH17_Q8IH17_DROME
da00284	pfam21_Q1Y6D0_Q1Y6D0_STAAU	up_Q9EYY9_Q9EYY9_KLEAE	pfam21_Q1UDM5_Q1UDM5_9GAMM
da00285	pfam21_P56730_NETR_HUMAN	pfam21_P56730_NETR_HUMAN	up_Q5G269_NETR_PONPY
da00286	up_O13486_O13486_METAN	up_P17571_NIA1_MAIZE	up_Q4WV13_Q4WV13_ASPFU
da00287	up_Q6N0P1_Q6N0P1_RHOPA	pfam21_Q7QZK4_Q7QZK4_GIALA	up_Q6N0P1_Q6N0P1_RHOPA
da00288	up_Q7CIP7_Q7CIP7_YERPE	up_Q1NIT0_Q1NIT0_9DELT	up_Q21TI5_Q21TI5_RHOFD
da00289	up_Q47WE3_Q47WE3_COLP3	up_P95418_P95418_PSEAE	up_Q51700_NIRS_PARDP
da00290	pfam21_Q4I306_Q4I306_GIBZE	up_Q3A0J3_Q3A0J3_PELCD	pfam21_P38681_NIR_NEUCR
da00291	up_Q8JI76_Q8JI76_9PERC	up_Q7YWB2_Q7YWB2_BRAFL	up_O19132_NOS1_RABIT
da00292	up_Q90703_NOS2_CHICK	up_Q9N175_Q9N175_SHEEP	up_Q964N5_Q964N5_APLCA
da00293	up_Q9PTJ0_Q9PTJ0_STECH	up_Q9PTJ0_Q9PTJ0_STECH	pfam21_Q3YE95_Q3YE95_CNEUN
da00294	up_Q9WUN7_Q9WUN7_CAVPO	up_Q92091_NOS2_ONCMY	up_Q9XT88_Q9XT88_CANFA
da00295	up_Q6PGY9_Q6PGY9_DANRE	up_Q6PGY9_Q6PGY9_DANRE	pfam21_Q64610_ENPP2_RAT
da00296	up_Q5F326_Q5F326_CHICK	up_Q5BY55_Q5BY55_SCHJA	up_Q7RIU5_Q7RIU5_PLAYO
da00298	up_Q41064_Q41064_PEA	up_O04507_O04507_ARATH	up_Q7XYU8_Q7XYU8_ANTAD
da00299	pfam21_P54675_PI3K3_DICDI	up_Q59HC4_Q59HC4_HUMAN	pfam21_P54674_PI3K2_DICDI
da00300	pfam21_Q546R0_Q546R0_RAT	up_Q3V461_Q3V461_MOUSE	up_O62830_PPM1B_BOVIN
da00301	up_Q54S78_Q54S78_DICDI	up_Q4RSB1_Q4RSB1_TETNG	up_Q54S78_Q54S78_DICDI
da00302	up_Q7TPX2_Q7TPX2_MOUSE	up_Q4R401_Q4R401_MACFA	up_Q20500_Q20500_CAEEL
da00303	pfam21_Q1X4C5_Q1X4C5_9FIRM	pfam21_Q4CIR6_Q4CIR6_CLOTM	pfam21_Q4I8D3_Q4I8D3_GIBZE
da00304	up_Q8LPN3_Q8LPN3_ARATH	up_Q8NRQ1_Q8NRQ1_CORGL	up_Q8LPN3_Q8LPN3_ARATH
da00305	up_Q91VK0_Q91VK0_MOUSE	up_Q8CFZ2_Q8CFZ2_MOUSE	up_P29122_PCSK6_HUMAN
da00306	pfam21_Q4BNE7_Q4BNE7_BURVI	up_Q3D565_Q3D565_STRAG	up_Q6MEZ0_Q6MEZ0_PARUW
da00307	up_Q5YN32_Q5YN32_NOCFA	pfam21_Q2WWN8_Q2WWN8_9GAMM	up_Q9RUG9_Q9RUG9_DEIRA
da00308	up_Q316S6_Q316S6_DESDG	up_Q2CK53_Q2CK53_9RHOB	up_Q5WGB5_Q5WGB5_BACSK
da00309	up_Q508C4_Q508C4_STRPN	up_Q508C1_Q508C1_STRPN	up_Q5WFG3_Q5WFG3_BACSK
da00310	up_Q5HK31_Q5HK31_STAEQ	pfam21_Q2AJJ5_Q2AJJ5_9BACI	up_Q9K3C9_Q9K3C9_ENTFA
da00311	up_Q9LFP5_PEL19_ARATH	up_O24159_O24159_TOBAC	up_Q9SRH4_PEL7_ARATH
da00312	up_P15922_PEHX_ERWCH	up_Q97D05_Q97D05_CLOAB	up_Q9KGY5_Q9KGY5_PSEHA
da00313	up_Q99Y58_PEPX_STRP1	up_Q8GMC0_PEPX_STRTR	up_Q88YC0_PEPX_LACPL
da00314	up_P09933_PERT_PIG	up_P35419_PERT_MOUSE	pfam21_P07202_PERT_HUMAN
da00315	pfam21_Q33Q29_Q33Q29_9GAMM	up_P37836_PFL_CHLRE	up_Q8G9W1_Q8G9W1_ECOLX
da00316	up_Q4RJ14_Q4RJ14_TETNG	up_Q8CIP1_Q8CIP1_RAT	up_Q8HZR1_Q8HZR1_CANFA
da00317	up_P36204_PGKT_THEMA	pfam21_Q2DYA9_Q2DYA9_ACICE	up_P36204_PGKT_THEMA
da00318	pfam21_Q35EW8_Q35EW8_9BRAD	up_Q4JJA1_Q4JJA1_9PSED	up_Q3HYA0_Q3HYA0_9PSED
da00319	pfam21_Q2WVX8_Q2WVX8_CLOBE	up_Q5MIB2_Q5MIB2_9CLOT	pfam21_Q2AG82_Q2AG82_9FIRM
da00320	up_Q97E85_Q97E85_CLOAB	up_Q968N2_Q968N2_TRIFO	up_Q869B1_Q869B1_ENTHI
da00321	up_Q7DC81_Q7DC81_PSEAE	up_Q7DC81_Q7DC81_PSEAE	pfam21_Q412D2_Q412D2_KINRA
da00322	up_Q4YYD6_Q4YYD6_PLABE	up_Q8RXR0_Q8RXR0_ARATH	pfam21_Q9Y4A5_TRRAP_HUMAN
da00323	up_Q55CT0_TPP1_DICDI	pfam21_Q449U3_Q449U3_SOLUS	up_Q4J9N4_Q4J9N4_SULAC
da00324	up_O75747_P3C2G_HUMAN	up_O75747_P3C2G_HUMAN	up_Q9VTN5_Q9VTN5_DROME
da00326	pfam21_P91550_P91550_CAEEL	pfam21_Q5TS58_Q5TS58_ANOGA	up_Q4T342_Q4T342_TETNG
da00329	up_P41510_PME_BRANA	up_Q45TP9_Q45TP9_9SOLA	up_Q7X6L1_Q7X6L1_ORYSJ
da00330	up_Q5BH88_SPB1_EMENI	up_Q8SRI0_Q8SRI0_ENCCU	pfam21_Q7QTS9_Q7QTS9_GIALA
da00331	up_Q9WXH8_Q9WXH8_9ACTO	up_Q1NKP6_Q1NKP6_9DELT	up_Q4BYK3_Q4BYK3_CROWT
da00332	up_Q58327_PPNK_METJA	up_Q6LX63_PPNK_METMP	up_Q58327_PPNK_METJA
da00333	up_Q6NZM8_Q6NZM8_MOUSE	up_Q1PQ26_Q1PQ26_DROMI	up_Q8IQV1_Q8IQV1_DROME
da00334	up_Q9S384_Q9S384_MYCLE	up_Q53730_Q53730_STRAM	up_Q8RJY4_Q8RJY4_STIAU
da00335	up_Q3UET9_Q3UET9_MOUSE	pfam21_Q2I2X1_Q2I2X1_MOUSE	up_Q13029_PRDM2_HUMAN
da00337	up_Q3HUQ2_Q3HUQ2_9ENTR	up_Q2C951_Q2C951_9GAMM	pfam21_Q3NY78_Q3NY78_9GAMM
da00338	pfam21_Q1TB54_Q1TB54_9MYCO	pfam21_Q2X2L3_Q2X2L3_9GAMM	up_Q55JD6_Q55JD6_CRYNE
da00339	up_P52320_PRTC_STRGR	up_Q5K2R6_Q5K2R6_STRFR	up_Q8KLP6_Q8KLP6_STRLI
da00340	up_Q93L97_Q93L97_BORPE	up_Q6N2N9_Q6N2N9_RHOPA	up_Q2IUH7_Q2IUH7_RHOP2
da00341	up_Q74PV8_Q74PV8_YERPE	up_Q7NVN1_Q7NVN1_CHRVO	up_Q74PV8_Q74PV8_YERPE
da00342	up_Q98G92_Q98G92_RHILO	pfam21_Q2X0L2_Q2X0L2_9GAMM	pfam21_Q3FXU0_Q3FXU0_9DELT
da00343	up_Q5LZ94_Q5LZ94_STRT1	pfam21_Q1U687_Q1U687_LACRE	pfam21_Q3FJG8_Q3FJG8_9BURK
da00344	up_Q820S1_Q820S1_NITEU	up_Q4BXW6_Q4BXW6_CROWT	pfam21_Q3NZZ4_Q3NZZ4_9GAMM
da00345	up_Q8XVH0_Q8XVH0_RALSO	pfam21_Q3DXS3_Q3DXS3_CHLAU	up_Q1QU63_Q1QU63_CHRSD
da00346	up_Q45VJ3_Q45VJ3_HUMAN	up_Q45VJ3_Q45VJ3_HUMAN	up_Q4SQB7_Q4SQB7_TETNG
da00347	up_Q6DCH9_Q6DCH9_XENLA	up_Q8IRJ0_Q8IRJ0_DROME	up_P28191_PTP1_CAEEL
da00348	up_Q91870_Q91870_XENLA	up_Q4SLT4_Q4SLT4_TETNG	up_Q4RK94_Q4RK94_TETNG
da00349	up_Q9JLJ8_Q9JLJ8_MOUSE	up_Q9JLJ8_Q9JLJ8_MOUSE	up_Q4RMH6_Q4RMH6_TETNG
da00350	up_P27574_PYP1_SCHPO	up_P27574_PYP1_SCHPO	up_Q2GUP8_Q2GUP8_CHAGB
da00351	up_Q05909_PTPRG_MOUSE	up_Q8CIN1_Q8CIN1_RAT	up_Q62656_PTPRZ_RAT
da00352	up_Q5TG11_Q5TG11_HUMAN	pfam21_Q571L8_Q571L8_MOUSE	up_Q68FM4_Q68FM4_MOUSE
da00353	pfam21_Q92850_Q92850_HUMAN	up_Q9PUM2_Q9PUM2_XENLA	pfam21_O14522_PTPRT_HUMAN
da00354	up_Q9HWL3_Q9HWL3_PSEAE	up_Q3SQ91_Q3SQ91_NITWN	pfam21_Q1XRX7_Q1XRX7_CYTJO
da00355	up_Q4FS76_Q4FS76_PSYA2	up_Q3DPK6_Q3DPK6_STRAG	pfam21_Q3W8D8_Q3W8D8_9ACTO
da00356	up_O49514_O49514_ARATH	up_Q677C0_Q677C0_HYAOR	pfam21_Q4LKS8_Q4LKS8_9BURK
da00357	up_Q4ZZ46_Q4ZZ46_PSEU2	up_Q4EDB8_Q4EDB8_9RICK	up_Q21UN0_Q21UN0_RHOFD
da00358	pfam21_Q3GX31_Q3GX31_9ACTO	up_Q50450_Q50450_MYCTU	pfam21_Q3F814_Q3F814_9BURK
da00360	pfam21_Q4WBL3_Q4WBL3_ASPFU	up_Q5AS44_Q5AS44_EMENI	up_Q6MYX1_Q6MYX1_ASPFU
da00362	up_O94762_RECQ5_HUMAN	up_Q8VID5_Q8VID5_MOUSE	up_O94762_RECQ5_HUMAN
da00363	up_Q6F7P7_Q6F7P7_ACIAD	up_Q7P4P3_Q7P4P3_FUSNV	up_Q55681_RECG_SYNY3
da00364	up_Q3YVE4_Q3YVE4_SHISS	pfam21_P15043_RECQ_ECOLI	up_Q57HP9_Q57HP9_SALCH
da00365	pfam21_Q6BS95_Q6BS95_DEBHA	pfam21_Q7Q6B2_Q7Q6B2_ANOGA	up_Q4PCE3_Q4PCE3_USTMA
da00366	up_Q5KXK4_Q5KXK4_GEOKA	up_Q7X530_Q7X530_BACCE	pfam21_Q4IWM3_Q4IWM3_AZOVI
da00367	up_Q1Z3X5_Q1Z3X5_PHOPR	pfam21_Q7PCT6_Q7PCT6_ANOGA	up_Q22N20_Q22N20_TETTH
da00368	up_Q6D1W0_Q6D1W0_ERWCT	up_Q3LBI6_Q3LBI6_9MOLU	up_Q5YRN5_Q5YRN5_NOCFA
da00369	up_Q3R518_Q3R518_XYLFA	up_Q2PYQ6_Q2PYQ6_9GLOM	up_Q8I410_Q8I410_PLAF7
da00370	up_Q2VMY9_Q2VMY9_9MICO	up_Q4TTN3_Q4TTN3_STRRM	up_Q2EEW9_RPOC1_HELSJ
da00371	up_Q4C3Y2_Q4C3Y2_CROWT	up_Q9TNJ1_Q9TNJ1_9MARC	up_Q3ZJ90_RPOC2_PSEAK
da00372	up_P11705_RPOC1_SPIOL	up_Q4XB12_Q4XB12_PLACH	up_Q3ZJ92_RPOC1_PSEAK
da00373	up_Q9HFH5_Q9HFH5_PICET	up_P05472_RPOL_KLULA	up_Q9HFH5_Q9HFH5_PICET
da00376	up_Q9GMA5_Q9GMA5_SHEEP	up_Q5NCR5_Q5NCR5_MOUSE	up_Q9GMA5_Q9GMA5_SHEEP
da00377	pfam21_Q3XNH6_Q3XNH6_9PROT	pfam21_Q3XNH6_Q3XNH6_9PROT	up_P96313_SECA_BACFI
da00378	up_Q4FTY9_Q4FTY9_PSYA2	up_Q7P733_Q7P733_FUSNV	up_Q4RJ90_Q4RJ90_TETNG
da00380	up_Q4AEC4_Q4AEC4_9BIVA	up_P16641_SMC7_SCHMA	up_Q4S6F5_Q4S6F5_TETNG
da00381	up_Q53SF8_Q53SF8_HUMAN	pfam21_Q7PVU9_Q7PVU9_ANOGA	up_P26675_SOS_DROME
da00382	up_Q7U5S8_Q7U5S8_SYNPX	up_Q6E6Q5_Q6E6Q5_MYCAT	up_Q89X41_Q89X41_BRAJA
da00384	up_Q2KGE0_Q2KGE0_MAGGR	pfam21_Q76P14_Q76P14_DICDI	pfam21_Q5KKG9_Q5KKG9_CRYNE
da00385	up_Q6CTR2_Q6CTR2_KLULA	up_Q6CTR2_Q6CTR2_KLULA	up_P32916_SRPR_YEAST
da00386	up_Q5VDC5_Q5VDC5_ASPFL	pfam21_Q00681_STCJ_EMENI	up_Q2UG03_Q2UG03_ASPOR
da00387	pfam21_Q4I5K8_Q4I5K8_GIBZE	up_Q4RIM5_Q4RIM5_TETNG	up_Q7S3C2_Q7S3C2_NEUCR
da00388	up_Q2PBA7_Q2PBA7_CERVU	up_Q2PBA3_Q2PBA3_FORAU	up_Q9N6T9_Q9N6T9_9NEOP
da00389	up_Q756Z0_NTE1_ASHGO	up_P0A642_Y2565_MYCTU	pfam21_Q29JA1_Q29JA1_DROPS
da00390	up_Q2L227_Q2L227_BORA1	up_Q9AQJ6_Q9AQJ6_9GAMM	up_Q4PDA4_Q4PDA4_USTMA
da00391	pfam21_Q51C08_Q51C08_ENTHI	up_Q1NYK5_Q1NYK5_9FLAO	pfam21_Q22JZ9_Q22JZ9_TETTH
da00392	up_Q298M5_Q298M5_DROPS	pfam21_P07814_SYEP_HUMAN	up_Q298M5_Q298M5_DROPS
da00393	up_Q5Z3P6_Q5Z3P6_NOCFA	up_Q9CC23_Q9CC23_MYCLE	up_Q740J9_Q740J9_MYCPA
da00394	pfam21_Q9FRI4_Q9FRI4_ARATH	up_Q96AW5_Q96AW5_HUMAN	pfam21_Q5KQ22_Q5KQ22_CRYNE
da00395	up_Q2S1L9_Q2S1L9_SALRD	up_Q2IL36_Q2IL36_ANADE	up_P56926_SYQ_DEIRA
da00396	up_P46579_SYWM_CAEEL	up_P46579_SYWM_CAEEL	up_P46579_SYWM_CAEEL
da00397	up_Q28BU4_Q28BU4_XENTR	pfam21_Q6P7B0_Q6P7B0_RAT	up_P32921_SYWC_MOUSE
da00398	pfam21_Q4APA8_Q4APA8_9CHLB	pfam21_Q3N8U8_Q3N8U8_9PROT	up_Q4UHU8_Q4UHU8_THEAN
da00399	pfam21_Q29465_SYYC_BOVIN	up_Q4R5K5_Q4R5K5_MACFA	up_Q7QD89_Q7QD89_ANOGA
da00400	up_Q9GTN7_Q9GTN7_DICDI	up_Q9GTN7_Q9GTN7_DICDI	pfam21_P54683_TAGB_DICDI
da00401	up_Q5N127_TAL_SYNP6	up_Q7NK81_TAL_GLOVI	up_Q5N127_TAL_SYNP6
da00403	up_Q2PG36_Q2PG36_MACFA	up_Q59JW1_Q59JW1_CANAL	up_Q4FZ33_Q4FZ33_LEIMA
da00404	up_Q31FB8_Q31FB8_THICR	up_Q7P4U4_Q7P4U4_FUSNV	up_Q4P450_Q4P450_USTMA
da00405	up_Q4QR53_Q4QR53_XENLA	up_Q7SXH8_Q7SXH8_DANRE	up_P00734_THRB_HUMAN
da00406	up_Q81YS4_Q81YS4_BACAN	up_O32442_O32442_PSEAE	pfam21_Q7CXP8_Q7CXP8_AGRT5
da00407	up_Q972B2_Q972B2_SULTO	up_Q3LBL8_Q3LBL8_9MOLU	up_Q24DD8_Q24DD8_TETTH
da00408	up_Q819X3_Q819X3_BACCR	up_Q8F5G0_Q8F5G0_LEPIN	pfam21_Q9NG98_TOP3A_DROME
da00409	up_Q9Y8G8_TOP2_PENCH	up_Q9HGH0_Q9HGH0_CLALS	pfam21_Q247I6_Q247I6_TETTH
da00410	up_O46374_TOP2A_PIG	up_P41515_TOP2A_CRIGR	up_O42131_TOP2B_CHICK
da00411	up_Q4W5X0_Q4W5X0_CHICK	up_Q3TBE3_Q3TBE3_MOUSE	up_Q4PAW5_Q4PAW5_USTMA
da00412	up_P19637_TPA_RAT	up_Q6P7I9_Q6P7I9_XENLA	pfam21_Q2KJG9_Q2KJG9_BOVIN
da00413	up_Q5CV93_Q5CV93_CRYPV	up_Q207W4_Q207W4_PHYPO	up_Q5CV93_Q5CV93_CRYPV
da00415	up_Q5GMK2_Q5GMK2_9BACT	up_P74924_P74924_THEMA	pfam21_Q2CWW1_Q2CWW1_ECTHA
da00416	up_Q9TUN9_TRPC1_RABIT	pfam21_Q61JH3_Q61JH3_CAEBR	up_Q4VDB0_Q4VDB0_DANRE
da00418	pfam21_Q29C99_Q29C99_DROPS	up_Q3MHB9_Q3MHB9_HUMAN	up_P19334_TRP_DROME
da00419	up_Q6N1B0_Q6N1B0_RHOPA	pfam21_Q4HAW2_Q4HAW2_9DEIO	up_Q2VEA5_Q2VEA5_AZOBR
da00420	up_Q5KNA0_Q5KNA0_CRYNE	up_Q755S2_Q755S2_ASHGO	up_Q4PBY7_Q4PBY7_USTMA
da00421	up_Q4HRE4_Q4HRE4_CAMUP	pfam21_P00905_TRPG_SALTY	up_Q8Z7D8_Q8Z7D8_SALTI
da00422	pfam21_Q6BS14_Q6BS14_DEBHA	up_Q83CG3_Q83CG3_COXBU	up_Q4X0J6_Q4X0J6_ASPFU
da00423	up_Q4RLE2_Q4RLE2_TETNG	up_Q4RLE2_Q4RLE2_TETNG	up_O93321_O93321_TAKRU
da00424	up_P09095_TYCA_BREPA	up_Q71EF5_Q71EF5_BACSU	up_Q7N7D7_Q7N7D7_PHOLL
da00426	pfam21_Q53GT5_Q53GT5_HUMAN	pfam21_Q6HA34_Q6HA34_HUMAN	up_Q9VCE9_UBS3A_DROME
da00427	pfam21_Q7Q848_Q7Q848_ANOGA	up_Q8C9A6_Q8C9A6_MOUSE	up_Q55EJ1_Q55EJ1_DICDI
da00428	pfam21_Q9ZSB6_Q9ZSB6_ARATH	pfam21_Q3TLG5_Q3TLG5_MOUSE	up_Q4P6R1_Q4P6R1_USTMA
da00429	up_P32571_UBP4_YEAST	up_P39944_UBP5_YEAST	up_P40453_UBP7_YEAST
da00431	up_Q6U8A4_Q6U8A4_HUMAN	pfam21_Q6CTB5_Q6CTB5_KLULA	up_Q59XT0_Q59XT0_CANAL
da00432	up_Q3UZ62_Q3UZ62_MOUSE	up_Q3UQ26_Q3UQ26_MOUSE	pfam21_P40818_UBP8_HUMAN
da00433	up_Q3KR59_Q3KR59_RAT	up_Q5ZJN4_Q5ZJN4_CHICK	up_Q4SIC9_Q4SIC9_TETNG
da00434	up_Q2KFD8_Q2KFD8_MAGGR	up_Q9HGT8_Q9HGT8_COCPO	up_Q54DT4_Q54DT4_DICDI
da00435	up_Q6DDW3_Q6DDW3_XENLA	up_Q8CBA4_Q8CBA4_MOUSE	up_Q9UHP3_UBP25_HUMAN
da00436	up_Q43846_SSY3_SOLTU	up_Q1L5W1_Q1L5W1_NICLS	up_Q6Z1D6_Q6Z1D6_ORYSJ
da00437	up_Q8DMV6_URE1_THEEB	up_Q4VV05_Q4VV05_9BACI	up_Q1RR38_Q1RR38_STRAM
da00438	up_Q3KR76_Q3KR76_RAT	up_P98121_URTB_DESRO	up_Q50LG7_Q50LG7_ORYLA
da00439	up_O09053_WRN_MOUSE	up_O09053_WRN_MOUSE	up_Q14191_WRN_HUMAN
da00441	up_Q9S310_Q9S310_RUMFL	up_Q53317_XYND_RUMFL	up_Q53317_XYND_RUMFL
