#number_residues	query_file
663	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2T1A0_Q2T1A0_BURTA.fa
664	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q972B2_Q972B2_SULTO.fa
667	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1M8G0_Q1M8G0_RHIL3.fa
667	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q96UN8_Q96UN8_EMENI.fa
671	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1LU20_DNLJ_BAUCH.fa
672	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q1SJT6_Q1SJT6_MEDTR.fa
673	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3IKB8_DNLJ_PSEHT.fa
674	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3MG26_Q3MG26_ANAVT.fa
677	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q3XMF2_Q3XMF2_9PROT.fa
677	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_P11705_RPOC1_SPIOL.fa
678	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q33SR1_Q33SR1_9GAMM.fa
681	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6CEG9_Q6CEG9_YARLI.fa
682	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q423K9_Q423K9_DESHA.fa
682	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q55ZE8_Q55ZE8_CRYNE.fa
686	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2LXV6_Q2LXV6_SYNAS.fa
688	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q41461_Q41461_SOLTU.fa
689	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2J0U9_Q2J0U9_RHOP2.fa
691	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1QDW8_DNLJ_PSYCK.fa
699	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q4C0C2_Q4C0C2_CROWT.fa
699	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8DLI4_Q8DLI4_THEEB.fa
700	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q6BS14_Q6BS14_DEBHA.fa
700	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q4Y6R7_Q4Y6R7_PLACH.fa
709	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8FGF1_Q8FGF1_ECOL6.fa
711	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q40MJ5_Q40MJ5_DESAC.fa
712	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8YVF7_Q8YVF7_ANASP.fa
713	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7M8J2_Q7M8J2_WOLSU.fa
715	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q08277_HSP82_MAIZE.fa
719	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6N1B0_Q6N1B0_RHOPA.fa
723	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7ZZ22_Q7ZZ22_DANRE.fa
726	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q4K7R9_Q4K7R9_PSEF5.fa
728	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q26WD7_Q26WD7_XANP2.fa
734	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q316S6_Q316S6_DESDG.fa
738	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8PBT2_Q8PBT2_XANCP.fa
738	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8TTE6_Q8TTE6_METAC.fa
739	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1MF33_Q1MF33_RHIL3.fa
741	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8TKH5_Q8TKH5_METAC.fa
742	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q2ZDU4_Q2ZDU4_CALSA.fa
744	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q1TLH7_Q1TLH7_9MYCO.fa
752	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7TPX2_Q7TPX2_MOUSE.fa
753	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1Z3X5_Q1Z3X5_PHOPR.fa
756	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q4IEI3_Q4IEI3_GIBZE.fa
756	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q98G92_Q98G92_RHILO.fa
759	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q4BNE7_Q4BNE7_BURVI.fa
760	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q33Q29_Q33Q29_9GAMM.fa
767	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q3QCB7_Q3QCB7_9GAMM.fa
768	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9WYA5_Q9WYA5_THEMA.fa
769	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q62GZ7_Q62GZ7_BURMA.fa
773	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q36ZI0_Q36ZI0_RHOPA.fa
776	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1Z4J2_Q1Z4J2_PHOPR.fa
777	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q50QX4_Q50QX4_ENTHI.fa
778	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q54LF0_Q54LF0_DICDI.fa
778	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8NJX5_Q8NJX5_9FUNG.fa
782	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6GA70_MUTS2_STAAS.fa
786	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q2PMV6_Q2PMV6_CYPCA.fa
788	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q3P703_Q3P703_PARDE.fa
789	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5G5T8_Q5G5T8_XENLA.fa
793	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q7G2A7_Q7G2A7_ORYSA.fa
803	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7X4R5_Q7X4R5_STRHY.fa
812	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q2M3G0_Q2M3G0_HUMAN.fa
812	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3ISQ5_Q3ISQ5_NATPD.fa
812	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5YN32_Q5YN32_NOCFA.fa
812	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q68CH6_Q68CH6_STRCZ.fa
818	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q4H964_Q4H964_9DEIO.fa
819	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q87SD0_Q87SD0_VIBPA.fa
822	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2J1Q8_Q2J1Q8_RHOP2.fa
825	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7TUB3_Q7TUB3_PROMP.fa
827	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q35K89_Q35K89_9BRAD.fa
830	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q96I86_Q96I86_HUMAN.fa
832	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3J0T2_Q3J0T2_RHOS4.fa
834	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_O29217_O29217_ARCFU.fa
836	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1L5Y1_Q1L5Y1_9FILI.fa
846	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6DQL5_Q6DQL5_PETHY.fa
860	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3M6P6_Q3M6P6_ANAVT.fa
860	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9P8F4_Q9P8F4_ASPNG.fa
865	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3MGE4_Q3MGE4_ANAVT.fa
865	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8XHF4_Q8XHF4_CLOPE.fa
871	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8YMP2_Q8YMP2_ANASP.fa
877	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q45095_Q45095_BACCI.fa
878	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q673T0_Q673T0_9EURY.fa
878	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9WXH8_Q9WXH8_9ACTO.fa
879	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q33PF7_Q33PF7_9GAMM.fa
882	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8Y3U7_Q8Y3U7_LISMO.fa
885	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q427H4_Q427H4_DESHA.fa
886	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2GQV2_Q2GQV2_CHAGB.fa
889	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q4JFF1_Q4JFF1_STRVR.fa
894	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2S179_Q2S179_SALRD.fa
899	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6NHJ1_Q6NHJ1_CORDI.fa
905	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q4LSB6_Q4LSB6_9BURK.fa
905	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2SLI8_Q2SLI8_HAHCH.fa
909	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q7S9P2_Q7S9P2_NEUCR.fa
919	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8LPN3_Q8LPN3_ARATH.fa
929	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1N5Y1_Q1N5Y1_9GAMM.fa
932	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q66GG4_Q66GG4_YERPS.fa
934	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q2X521_Q2X521_9GAMM.fa
935	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q3WTJ3_Q3WTJ3_9RHIZ.fa
935	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q62043_Q62043_MOUSE.fa
935	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8MSX9_Q8MSX9_DROME.fa
936	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7QGN3_Q7QGN3_ANOGA.fa
949	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7QGM3_Q7QGM3_ANOGA.fa
952	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q3XUR7_Q3XUR7_9PROT.fa
959	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_P36776_LONM_HUMAN.fa
971	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3B0D6_Q3B0D6_SYNS9.fa
974	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5CJ84_Q5CJ84_CRYHO.fa
979	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_O05477_O05477_SULIS.fa
985	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6WUY0_Q6WUY0_LOPCH.fa
987	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8YWG6_Q8YWG6_ANASP.fa
992	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q4BJJ7_Q4BJJ7_BURVI.fa
1000	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_P91550_P91550_CAEEL.fa
1000	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q31LY4_Q31LY4_SYNE7.fa
1007	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q3VJ67_Q3VJ67_9CHLB.fa
1008	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5LL22_Q5LL22_SILPO.fa
1012	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7MCU1_Q7MCU1_VIBVY.fa
1014	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8KR71_Q8KR71_PHOLU.fa
1023	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5RDK4_Q5RDK4_PONAB.fa
1027	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8Z028_Q8Z028_ANASP.fa
1034	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q84ND9_Q84ND9_ARATH.fa
1060	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3IKL4_Q3IKL4_PSEHT.fa
1071	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q94FS0_Q94FS0_LOLRI.fa
1076	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9C104_GDE1_SCHPO.fa
1079	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1ZZK0_Q1ZZK0_9BACT.fa
1085	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q4ING2_Q4ING2_GIBZE.fa
1088	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q4I306_Q4I306_GIBZE.fa
1088	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_O48901_DPOD1_SOYBN.fa
1088	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_P09095_TYCA_BREPA.fa
1104	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8DTJ4_Q8DTJ4_STRMU.fa
1105	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6R574_Q6R574_9HYPO.fa
1106	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q7R2C6_Q7R2C6_GIALA.fa
1112	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q89FJ3_Q89FJ3_BRAJA.fa
1120	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6TLZ7_Q6TLZ7_MYCUL.fa
1120	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8FGC5_Q8FGC5_ECOL6.fa
1128	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q3GX31_Q3GX31_9ACTO.fa
1136	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5L229_Q5L229_GEOKA.fa
1144	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1L5Y5_Q1L5Y5_9VIRI.fa
1155	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_P94183_P94183_9NOST.fa
1158	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3JMA7_Q3JMA7_BURP1.fa
1177	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7CIP7_Q7CIP7_YERPE.fa
1189	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5IW60_Q5IW60_STRVR.fa
1222	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q9YC75_RGYR2_AERPE.fa
1235	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q7QXS5_Q7QXS5_GIALA.fa
1238	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q30ZL8_Q30ZL8_DESDG.fa
1262	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q4SQA0_Q4SQA0_TETNG.fa
1263	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q92Q05_Q92Q05_RHIME.fa
1267	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9AIH1_Q9AIH1_CARRU.fa
1271	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8KND3_Q8KND3_MICEC.fa
1285	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6Z6U9_Q6Z6U9_ORYSJ.fa
1290	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9RFK9_Q9RFK9_STIAU.fa
1293	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3Z4K7_Q3Z4K7_SHISS.fa
1300	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q4ZZ46_Q4ZZ46_PSEU2.fa
1306	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q4C3Y2_Q4C3Y2_CROWT.fa
1317	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q9I181_Q9I181_PSEAE.fa
1329	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3LWD4_Q3LWD4_BIGNA.fa
1329	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q63L36_Q63L36_BURPS.fa
1334	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2SIL6_Q2SIL6_HAHCH.fa
1357	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q331Q2_Q331Q2_9ACTO.fa
1371	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q4DP21_Q4DP21_TRYCR.fa
1383	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q6IE36_Q6IE36_HUMAN.fa
1389	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6WG27_Q6WG27_MYCUL.fa
1392	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q3W1C5_Q3W1C5_9ACTO.fa
1411	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3R518_Q3R518_XYLFA.fa
1417	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5CV93_Q5CV93_CRYPV.fa
1421	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9KJ00_Q9KJ00_SORCE.fa
1438	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5KG99_Q5KG99_CRYNE.fa
1438	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9RFM8_Q9RFM8_PSEAE.fa
1456	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9F636_Q9F636_STIAU.fa
1472	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_P06238_A2MG_RAT.fa
1472	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q1URZ7_Q1URZ7_9MYCO.fa
1479	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6WG25_Q6WG25_MYCUL.fa
1480	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q20BH0_Q20BH0_HUMAN.fa
1487	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1ZMJ0_Q1ZMJ0_PHOAS.fa
1505	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5IK33_Q5IK33_9ACTO.fa
1508	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1MX64_Q1MX64_9ACTO.fa
1518	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q2AZG5_Q2AZG5_9BACI.fa
1522	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q756Z0_NTE1_ASHGO.fa
1525	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2SW15_Q2SW15_BURTA.fa
1529	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q6PG86_Q6PG86_MOUSE.fa
1540	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9S384_Q9S384_MYCLE.fa
1541	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5ZPB0_Q5ZPB0_9DELT.fa
1590	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_O30915_O30915_STRFL.fa
1590	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q1RS65_Q1RS65_BACAM.fa
1594	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_O69146_O69146_BACSU.fa
1603	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q8FGB9_Q8FGB9_ECOL6.fa
1609	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9C1C5_Q9C1C5_TRIVE.fa
1620	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q7D6E1_Q7D6E1_MYCTU.fa
1633	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q2XGT8_Q2XGT8_PSEPU.fa
1654	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2UR32_Q2UR32_ASPOR.fa
1657	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q9XUC3_Q9XUC3_CAEEL.fa
1671	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q5VDC5_Q5VDC5_ASPFL.fa
1685	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q43248_Q43248_MAIZE.fa
1699	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2SW11_Q2SW11_BURTA.fa
1721	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/pfam21_Q25VU5_Q25VU5_MYCVN.fa
1737	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q6N0P1_Q6N0P1_RHOPA.fa
1739	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3JSG9_Q3JSG9_BURP1.fa
1740	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2JEI1_Q2JEI1_FRASC.fa
1742	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q3UHC8_Q3UHC8_MOUSE.fa
1751	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q2U702_Q2U702_ASPOR.fa
1768	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q93H68_Q93H68_STRAW.fa
1780	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q982I5_Q982I5_RHILO.fa
1798	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q9FEH8_Q9FEH8_BRANA.fa
1800	/panfs/pan1/iglobal/dbs/multiDomainBenchmark/queries-multiDomain/up_Q72GB8_Q72GB8_THET2.fa
